Date,Open,High,Low,Close,Volume,Adj Close
5/31/16,210.559998,210.690002,209.179993,209.839996,109879400,207.705189
5/27/16,209.529999,210.25,209.470001,210.240005,59329000,208.101129
5/26/16,209.440002,209.710007,208.970001,209.339996,55280700,207.210276
5/25/16,208.669998,209.770004,207.869995,209.279999,76621400,207.150889
5/24/16,206.169998,208.240005,206.139999,207.869995,93537800,205.75523
5/23/16,205.509995,205.839996,204.990005,205.210007,58682600,203.122303
5/20/16,204.919998,206.100006,204.860001,205.490005,104990400,203.399453
5/19/16,204.059998,204.539993,202.779999,204.199997,115430500,202.122568
5/18/16,204.440002,206.300003,203.630005,204.910004,120062100,202.825352
5/17/16,206.460007,206.800003,204.229996,204.850006,114924900,202.765965
5/16/16,204.960007,207.339996,204.889999,206.779999,77486800,204.676323
5/13/16,206.210007,206.860001,204.380005,204.759995,96474600,202.676869
5/12/16,207.289993,207.490005,205.369995,206.559998,89586300,204.45856
5/11/16,207.910004,208.539993,206.5,206.5,81727000,204.399172
5/10/16,206.720001,208.470001,206.639999,208.449997,77472200,206.329331
5/9/16,205.570007,206.399994,205.360001,205.889999,74374900,203.795378
5/6/16,204.059998,205.770004,203.880005,205.720001,83784900,203.627109
5/5/16,205.559998,205.979996,204.470001,204.970001,67619200,202.884739
5/4/16,204.990005,205.850006,204.419998,205.009995,92243800,202.924325
5/3/16,206.520004,206.800003,205.279999,206.160004,101267500,204.062635
5/2/16,206.919998,208.179993,206.410004,207.970001,62188000,205.854218
4/29/16,206.720001,207.130005,205.029999,206.330002,142424100,204.230904
4/28/16,208.460007,209.759995,206.960007,207.449997,97216200,205.339504
4/27/16,208.470001,209.809998,208.050003,209.350006,77329400,207.220184
4/26/16,209.039993,209.520004,208.360001,208.919998,75864200,206.794551
4/25/16,208.259995,208.660004,207.539993,208.610001,66166500,206.487707
4/22/16,208.550003,209.289993,207.910004,208.970001,99251700,206.844045
4/21/16,210.119995,210.25,208.649994,208.970001,85695000,206.844045
4/20/16,209.949997,210.919998,209.389999,210.100006,81100300,207.962554
4/19/16,209.740005,210.199997,208.940002,209.899994,88316100,207.764576
4/18/16,207.779999,209.279999,207,209.240005,75277700,207.111302
4/15/16,208.009995,208.169998,207.399994,207.779999,75761600,205.666149
4/14/16,208.070007,208.600006,207.600006,208.009995,65212900,205.893805
4/13/16,207,208.100006,206.839996,208,96336400,205.883912
4/12/16,204.220001,206.25,203.699997,205.919998,115350600,203.825071
4/11/16,205.25,206.070007,203.910004,204.020004,83757500,201.944407
4/8/16,205.339996,205.850006,203.869995,204.5,95040600,202.419519
4/7/16,205.139999,205.559998,203.089996,203.949997,113859000,201.875112
4/6/16,204.190002,206.490005,203.979996,206.419998,91839800,204.319984
4/5/16,204.669998,206.259995,203.889999,204.190002,99662200,202.112676
4/4/16,206.830002,207.070007,205.889999,206.25,63497000,204.151716
4/1/16,204.350006,207.139999,203.979996,206.919998,114423500,204.814898
3/31/16,205.910004,206.410004,205.330002,205.520004,94584100,203.429147
3/30/16,206.300003,206.869995,205.589996,206.020004,86365300,203.92406
3/29/16,202.759995,205.25,202.399994,205.119995,92922900,203.033207
3/28/16,203.610001,203.860001,202.710007,203.240005,62408200,201.172343
3/24/16,202,203.160004,201.740005,203.119995,84360900,201.053554
3/23/16,204.110001,204.330002,203.009995,203.210007,81052500,201.14265
3/22/16,203.759995,205.229996,203.570007,204.559998,97471900,202.478907
3/21/16,204.070007,204.940002,203.800003,204.669998,72926700,202.587788
3/18/16,204.169998,204.779999,203.800003,204.380005,138372400,202.300745
3/17/16,203.240005,205.229996,202.770004,204.630005,134278500,201.508879
3/16/16,201.600006,203.820007,201.550003,203.339996,129303200,200.238547
3/15/16,201.360001,202.529999,201.050003,202.169998,93169100,199.086394
3/14/16,202.160004,203.039993,201.770004,202.5,73612000,199.411363
3/11/16,201.259995,202.809998,199.520004,202.759995,137964500,199.667391
3/10/16,199.960007,201.070007,197.380005,199.539993,156838700,196.496503
3/9/16,199.360001,199.789993,198.429993,199.380005,94801200,196.338955
3/8/16,199.320007,199.919998,198.210007,198.399994,123974900,195.373892
3/7/16,199.339996,201.070007,199.25,200.589996,100219000,197.530491
3/4/16,200.009995,201.350006,199.029999,200.429993,129293600,197.372928
3/3/16,198.789993,199.800003,198.110001,199.779999,95172200,196.732848
3/2/16,197.740005,199.059998,197.25,199,102415000,195.964746
3/1/16,195.009995,198.210007,194.449997,198.110001,141799700,195.088322
2/29/16,195.110001,196.229996,193.330002,193.559998,125918100,190.607718
2/26/16,196.570007,196.679993,194.899994,195.089996,129833700,192.11438
2/25/16,193.729996,195.550003,192.830002,195.539993,110728300,192.557514
2/24/16,190.630005,193.529999,189.320007,193.199997,150812200,190.253208
2/23/16,194,194.320007,192.179993,192.320007,111455300,189.386641
2/22/16,193.869995,194.949997,193.789993,194.779999,103640300,191.809111
2/19/16,191.169998,192.179993,190.449997,192,114793000,189.071514
2/18/16,193.199997,193.270004,191.720001,192.089996,102343000,189.160138
2/17/16,191.160004,193.320007,191.009995,192.880005,136009500,189.938097
2/16/16,188.770004,189.809998,187.630005,189.779999,120250700,186.885374
2/12/16,184.960007,186.649994,183.960007,186.630005,127632400,183.783425
2/11/16,182.339996,184.100006,181.089996,182.860001,219058900,180.070923
2/10/16,186.410004,188.339996,185.119995,185.270004,148214100,182.444168
2/9/16,183.360001,186.940002,183.199997,185.429993,184513100,182.601716
2/8/16,185.770004,186.119995,182.800003,185.419998,191526700,182.591874
2/5/16,190.990005,191.669998,187.199997,187.949997,180788300,185.083284
2/4/16,190.710007,192.75,189.960007,191.600006,139531800,188.677621
2/3/16,191.410004,191.779999,187.100006,191.300003,205054900,188.382194
2/2/16,191.960007,191.970001,189.539993,190.160004,182564900,187.259582
2/1/16,192.529999,194.580002,191.839996,193.649994,136061600,190.696341
1/29/16,190.020004,193.880005,189.880005,193.720001,210529300,190.765281
1/28/16,189.960007,190.199997,187.160004,189.110001,143798800,186.225595
1/27/16,189.580002,191.559998,187.059998,188.130005,185681700,185.260546
1/26/16,188.419998,190.529999,188.020004,190.199997,141036800,187.298966
1/25/16,189.919998,190.149994,187.410004,187.639999,130371700,184.778015
1/22/16,189.779999,190.759995,188.880005,190.520004,168319600,187.614092
1/21/16,186.210007,188.869995,184.639999,186.690002,195772900,183.842507
1/20/16,185.029999,187.5,181.020004,185.649994,286547800,182.818362
1/19/16,189.960007,190.110001,186.199997,188.059998,195244400,185.191607
1/15/16,186.770004,188.759995,185.520004,187.809998,314240200,184.94542
1/14/16,189.550003,193.259995,187.660004,191.929993,240795600,189.002575
1/13/16,194.449997,194.860001,188.380005,188.830002,221168900,185.949866
1/12/16,193.820007,194.550003,191.139999,193.660004,172330500,190.706199
1/11/16,193.009995,193.410004,189.820007,192.110001,187941300,189.179837
1/8/16,195.190002,195.850006,191.580002,191.919998,209817200,188.992733
1/7/16,195.330002,197.440002,193.589996,194.050003,213436100,191.090249
1/6/16,198.339996,200.059998,197.600006,198.820007,152112600,195.787499
1/5/16,201.399994,201.899994,200.050003,201.360001,110845800,198.288751
1/4/16,200.490005,201.029999,198.589996,201.020004,222353500,197.953941
12/31/15,205.130005,205.889999,203.869995,203.869995,102929500,200.760462
12/30/15,207.110001,207.210007,205.759995,205.929993,63317700,202.789039
12/29/15,206.509995,207.789993,206.470001,207.399994,92640700,204.236619
12/28/15,204.860001,205.259995,203.940002,205.210007,65899900,202.080035
12/24/15,205.720001,206.330002,205.419998,205.679993,48539600,202.542852
12/23/15,204.690002,206.070007,204.580002,206.020004,110987200,202.877678
12/22/15,202.720001,203.850006,201.550003,203.5,111026200,200.39611
12/21/15,201.410004,201.880005,200.089996,201.669998,99094300,198.59402
12/18/15,202.770004,202.929993,199.830002,200.020004,251393500,196.969193
12/17/15,208.399994,208.479996,204.839996,204.860001,173092500,200.541854
12/16/15,206.369995,208.389999,204.800003,208.029999,197017000,203.645033
12/15/15,204.699997,206.110001,202.869995,205.029999,154069600,200.708268
12/14/15,202.070007,203.050003,199.949997,202.899994,182385200,198.623161
12/11/15,203.350006,204.139999,201.509995,201.880005,211173300,197.624672
12/10/15,205.419998,207.429993,205.139999,205.869995,115196800,201.530559
12/9/15,206.190002,208.679993,204.179993,205.339996,162401500,201.011732
12/8/15,206.490005,208.289993,205.779999,206.949997,103372400,202.587796
12/7/15,209.229996,209.729996,207.199997,208.350006,102027100,203.958295
12/4/15,205.610001,209.970001,205.610001,209.619995,192913900,205.201514
12/3/15,208.830002,209.149994,204.75,205.610001,166224200,201.276045
12/2/15,210.619995,211,208.229996,208.529999,108441300,204.134494
12/1/15,209.440002,210.820007,209.110001,210.679993,97858400,206.239169
11/30/15,209.75,209.889999,208.559998,208.690002,112822700,204.291125
11/27/15,209.429993,209.800003,208.860001,209.559998,37317800,205.142781
11/25/15,209.5,209.740005,209.009995,209.320007,51980100,204.90785
11/24/15,207.869995,209.830002,207.410004,209.350006,98874400,204.937216
11/23/15,209.380005,209.979996,208.520004,209.070007,64931200,204.66312
11/20/15,209.449997,210.119995,208.860001,209.309998,94011500,204.898051
11/19/15,208.589996,209.050003,208.199997,208.550003,88220500,204.154076
11/18/15,206.039993,208.899994,205.990005,208.729996,121342500,204.330275
11/17/15,205.990005,207.039993,204.880005,205.470001,121123700,201.138996
11/16/15,202.320007,205.690002,202.179993,205.619995,117645200,201.285829
11/13/15,204.350006,204.669998,202.440002,202.539993,153577100,198.270749
11/12/15,206.5,207.059998,204.820007,204.839996,121315200,200.522271
11/11/15,208.880005,208.940002,207.660004,207.740005,67846000,203.361152
11/10/15,207.509995,208.600006,207.190002,208.559998,75874600,204.16386
11/9/15,209.309998,209.490005,206.949997,208.080002,131008700,203.693982
11/6/15,209.740005,210.320007,208.460007,210.039993,110471500,205.61266
11/5/15,210.429993,210.979996,209.089996,210.149994,78408700,205.720342
11/4/15,211.350006,211.5,209.720001,210.360001,96224500,205.925922
11/3/15,209.970001,211.660004,209.699997,211,95246100,206.552431
11/2/15,208.320007,210.619995,208.169998,210.389999,86270800,205.955288
10/30/15,209.059998,209.440002,207.740005,207.929993,131076900,203.547135
10/29/15,208.350006,209.270004,208.210007,208.830002,90525500,204.428173
10/28/15,207,208.979996,206.210007,208.949997,135906700,204.545639
10/27/15,206.199997,207,205.789993,206.600006,77905800,202.245182
10/26/15,207.300003,207.369995,206.559998,207,69033000,202.636745
10/23/15,207.25,207.949997,206.300003,207.509995,144442300,203.135989
10/22/15,202.979996,205.509995,201.850006,205.259995,174911700,200.933416
10/21/15,203.610001,203.789993,201.649994,201.850006,102038000,197.595305
10/20/15,202.850006,203.839996,202.550003,203.110001,78448500,198.828741
10/19/15,202.5,203.369995,202.130005,203.369995,76523900,199.083255
10/16/15,202.830002,203.289993,201.919998,203.270004,114580100,198.985372
10/15/15,200.080002,202.360001,199.639999,202.350006,134142200,198.084766
10/14/15,200.179993,200.869995,198.940002,199.289993,99106200,195.089254
10/13/15,200.649994,202.160004,200.050003,200.25,88038700,196.029025
10/12/15,201.419998,201.759995,200.910004,201.520004,56395600,197.272259
10/9/15,201.380005,201.899994,200.580002,201.330002,107069200,197.086262
10/8/15,198.949997,201.550003,198.589996,201.210007,153055200,196.968796
10/7/15,198.899994,199.830002,197.479996,199.410004,124307300,195.206735
10/6/15,198.309998,198.979996,197,197.789993,110274500,193.620872
10/5/15,196.460007,198.740005,196.330002,198.470001,126320800,194.286546
10/2/15,189.770004,195.029999,189.119995,195,211003300,190.889687
10/1/15,192.080002,192.490005,189.820007,192.130005,131079000,188.080187
9/30/15,190.369995,191.830002,189.440002,191.630005,163452000,187.590727
9/29/15,188.270004,189.740005,186.929993,188.119995,159045600,184.154703
9/28/15,191.779999,191.910004,187.639999,188.009995,178515900,184.047021
9/25/15,194.639999,195,191.809998,192.850006,155054800,188.785012
9/24/15,192.149994,193.449997,190.559998,192.899994,159378800,188.833946
9/23/15,194.110001,194.669998,192.910004,193.600006,92790600,189.519203
9/22/15,193.880005,194.460007,192.559998,193.910004,153890900,189.822666
9/21/15,196.440002,197.679993,195.210007,196.460007,105726200,192.318919
9/18/15,195.710007,198.679993,194.960007,195.449997,223657500,191.330199
9/17/15,200.020004,202.889999,199.279999,199.729996,276046600,194.508761
9/16/15,198.820007,200.410004,198.410004,200.179993,99581600,194.946994
9/15/15,196.610001,198.990005,195.960007,198.460007,113806200,193.271971
9/14/15,196.949997,197.009995,195.429993,196.009995,79452000,190.886006
9/11/15,195.380005,196.820007,194.529999,196.740005,119691200,191.596934
9/10/15,194.559998,197.220001,194.25,195.850006,158611100,190.7302
9/9/15,199.320007,199.470001,194.350006,194.789993,149347700,189.697898
9/8/15,195.940002,197.610001,195.169998,197.429993,116025700,192.268883
9/4/15,192.850006,193.860001,191.610001,192.589996,207081000,187.555412
9/3/15,196.259995,198.050003,194.960007,195.550003,152087800,190.43804
9/2/15,194.619995,195.460007,192.419998,195.410004,160269300,190.3017
9/1/15,193.119995,194.770004,190.729996,191.770004,256000400,186.756855
8/31/15,198.110001,199.130005,197.009995,197.669998,163298800,192.502615
8/28/15,198.5,199.839996,197.919998,199.279999,160414400,194.070528
8/27/15,197.020004,199.419998,195.210007,199.270004,274143900,194.060794
8/26/15,192.080002,194.789993,188.369995,194.460007,339257000,189.376537
8/25/15,195.429993,195.449997,186.919998,187.270004,369833100,182.374492
8/24/15,187.490005,197.479996,182.399994,189.5,507244300,184.546192
8/21/15,201.729996,203.940002,197.520004,197.830002,346588500,192.658436
8/20/15,206.509995,208.289993,203.899994,203.970001,194327900,198.637927
8/19/15,209.089996,210.009995,207.350006,208.320007,172946000,202.874217
8/18/15,210.259995,210.679993,209.699997,209.979996,71692700,204.490811
8/17/15,208.710007,210.589996,208.160004,210.589996,79072600,205.084865
8/14/15,208.429993,209.509995,208.259995,209.419998,72786500,203.945453
8/13/15,208.729996,209.550003,208.009995,208.660004,89383300,203.205326
8/12/15,207.110001,209.139999,205.360001,208.919998,172123700,203.458523
8/11/15,208.970001,209.470001,207.759995,208.669998,126081400,203.215059
8/10/15,209.279999,210.669998,209.279999,210.570007,80270700,205.065399
8/7/15,208.160004,208.339996,206.869995,207.949997,117858000,202.513879
8/6/15,210.289993,210.419998,207.649994,208.350006,116030800,202.903432
8/5/15,210.449997,211.309998,209.729996,210.070007,85786800,204.57847
8/4/15,209.699997,210.25,208.800003,209.380005,81820800,203.906505
8/3/15,210.460007,210.529999,208.649994,209.789993,113965700,204.305776
7/31/15,211.419998,211.449997,210.160004,210.5,103266900,204.997222
7/30/15,210.160004,211.020004,209.419998,210.820007,91304400,205.308864
7/29/15,209.479996,211.039993,209.309998,210.770004,105791300,205.260168
7/28/15,207.789993,209.5,206.800003,209.330002,123544800,203.857809
7/27/15,206.940002,207.550003,206.259995,206.789993,132361100,201.3842
7/24/15,210.300003,210.369995,207.600006,208,117755000,202.562575
7/23/15,211.529999,211.649994,209.75,210.179993,90509100,204.68558
7/22/15,210.929993,211.770004,210.889999,211.369995,88667900,205.844474
7/21/15,212.429993,212.740005,211.389999,211.75,77965000,206.214545
7/20/15,212.75,213.179993,212.210007,212.589996,70446800,207.032582
7/17/15,212.289993,212.550003,211.800003,212.479996,89030000,206.925457
7/16/15,211.869995,212.300003,211.580002,212.300003,106683300,206.75017
7/15/15,210.729996,211.279999,210.039993,210.610001,97914100,205.104347
7/14/15,209.720001,211.050003,209.649994,210.679993,81709600,205.172509
7/13/15,208.990005,209.899994,208.940002,209.770004,106069400,204.286309
7/10/15,207.289993,207.979996,204.949997,207.479996,129456900,202.056165
7/9/15,207.039993,207.350006,204.770004,204.899994,144113100,199.543608
7/8/15,206.419998,206.759995,204.25,204.529999,164020100,199.183285
7/7/15,206.960007,208.169998,204.110001,208.020004,173820200,202.582057
7/6/15,205.770004,207.649994,205.529999,206.720001,117975400,201.316038
7/2/15,208.070007,208.270004,206.809998,207.309998,104373700,201.890611
7/1/15,207.729996,208.029999,206.559998,207.5,135979900,202.075646
6/30/15,207.259995,207.320007,205.279999,205.850006,182925100,200.468785
6/29/15,208.050003,209.830002,205.330002,205.419998,202621300,200.050019
6/26/15,210.289993,210.580002,209.160004,209.820007,104174800,204.335005
6/25/15,211.100006,211.25,209.770004,209.860001,97107400,204.373953
6/24/15,211.720001,212.169998,210.470001,210.5,92307300,204.997222
6/23/15,212.139999,212.440002,211.570007,212.039993,68476800,206.496957
6/22/15,211.910004,212.589996,211.639999,211.889999,70696000,206.350884
6/19/15,211.460007,211.550003,210.360001,210.809998,130478700,205.299115
6/18/15,211.309998,213.339996,210.630005,212.779999,165867900,206.214545
6/17/15,210.589996,211.320007,209.360001,210.589996,126708600,204.092116
6/16/15,208.929993,210.350006,208.720001,210.25,85308200,203.762611
6/15/15,208.639999,209.449997,207.789993,209.110001,124384200,202.657787
6/12/15,210.639999,211.479996,209.679993,210.009995,135382400,203.530011
6/11/15,211.479996,212.089996,211.199997,211.630005,73876400,205.100035
6/10/15,209.369995,211.410004,209.300003,210.949997,134551300,204.441009
6/9/15,208.449997,209.100006,207.690002,208.449997,105034700,202.018148
6/8/15,209.639999,209.820007,208.389999,208.479996,89063300,202.047221
6/5/15,209.949997,210.580002,208.979996,209.770004,121704700,203.297426
6/4/15,211.070007,211.860001,209.75,210.130005,151882800,203.646318
6/3/15,212,212.669998,211.330002,211.919998,87820900,205.38108
6/2/15,211.020004,212.190002,210.270004,211.360001,91531000,204.838362
6/1/15,211.940002,212.339996,210.619995,211.570007,93338800,205.041889
5/29/15,212.380005,212.429993,210.820007,211.139999,124919600,204.625149
5/28/15,212.330002,212.589996,211.630005,212.460007,74974600,205.904427
5/27/15,211.25,212.979996,210.759995,212.699997,93214000,206.137012
5/26/15,212.399994,212.910004,210.199997,210.699997,124308600,204.198723
5/22/15,213.039993,213.539993,212.910004,212.990005,57433500,206.418072
5/21/15,212.710007,213.75,212.509995,213.5,64764600,206.91233
5/20/15,213.149994,213.779999,212.5,212.880005,76857500,206.311465
5/19/15,213.240005,213.570007,212.690002,213.029999,72114600,206.456831
5/18/15,212.240005,213.399994,212.160004,213.100006,74549700,206.524678
5/15/15,212.440002,212.610001,211.860001,212.440002,76510100,205.88504
5/14/15,211.240005,212.320007,210.910004,212.210007,95934000,205.66214
5/13/15,210.470001,211.220001,209.740005,210.020004,94667900,203.539712
5/12/15,209.610001,210.630005,208.619995,209.979996,119727600,203.500938
5/11/15,211.570007,211.889999,210.520004,210.610001,75708100,204.111504
5/8/15,210.880005,211.860001,210.779999,211.619995,155877300,205.090334
5/7/15,207.919998,209.380005,207.520004,208.869995,88244900,202.425187
5/6/15,209.559998,209.929993,206.759995,208.039993,135060200,201.620795
5/5/15,211.029999,211.460007,208.729996,208.899994,113326200,202.45426
5/4/15,211.229996,212.020004,211.100006,211.320007,70927200,204.799603
5/1/15,209.399994,210.770004,209.279999,210.720001,103399700,204.21811
4/30/15,209.880005,210.350006,207.619995,208.460007,161304900,202.027849
4/29/15,210.369995,211.289993,209.600006,210.570007,125684900,204.072744
4/28/15,210.740005,211.5,209.330002,211.440002,86863500,204.915895
4/27/15,212.330002,212.479996,210.539993,210.770004,79358100,204.26657
4/24/15,211.660004,211.970001,211.110001,211.649994,61327400,205.119407
4/23/15,210.149994,211.940002,210.009995,211.160004,102585900,204.644536
4/22/15,210.009995,210.850006,208.899994,210.630005,78264600,204.130891
4/21/15,210.669998,210.860001,209.240005,209.600006,72559800,203.132673
4/20/15,209.059998,210.25,208.960007,209.850006,92189500,203.374959
4/17/15,208.940002,209.229996,207.009995,207.949997,191113200,201.533576
4/16/15,210.029999,210.979996,209.789993,210.369995,68934900,203.878904
4/15/15,210.050003,211.039993,209.949997,210.429993,99529300,203.93705
4/14/15,208.850006,209.710007,208.100006,209.490005,75099900,203.026067
4/13/15,209.869995,210.630005,209.029999,209.089996,74436600,202.6384
4/10/15,209.199997,210.089996,208.960007,210.039993,72722900,203.559084
4/9/15,207.779999,209.179993,207.190002,208.899994,85548900,202.45426
4/8/15,207.550003,208.509995,207.080002,207.979996,89351900,201.562649
4/7/15,207.860001,208.759995,207.240005,207.279999,81236300,200.884251
4/6/15,205.369995,208.449997,205.210007,207.830002,114368200,201.417283
4/2/15,205.619995,206.979996,205.399994,206.440002,86900900,200.070173
4/1/15,206.389999,206.419998,204.509995,205.699997,137303600,199.353001
3/31/15,207.259995,208.100006,206.360001,206.429993,126768700,200.060472
3/30/15,206.979996,208.610001,206.960007,208.25,96180400,201.824322
3/27/15,205.130005,205.949997,204.899994,205.740005,118939000,199.391775
